street,city,zip_code,county,country,latitude,longitude,time_zone
645 Konopelski Inlet,Port Ricky,67358,Norfolk,Nigeria,-74.991,41.554,Pacific/Auckland
44 Stroman Turnpike,Kettering,57949-8884,Herefordshire,Benin,7.308,31.219,Pacific/Auckland
746 Parker Ways,Jaquelinview,91702,West Yorkshire,Sierra Leone,52.741,153.263,Pacific/Auckland
1122 King Drives,Tabithaville,72328-5081,Derbyshire,Tunisia,14.886,172.819,Pacific/Auckland
1202 Adell Mews,Bernierfurt,32928,Shropshire,Iran,14.635,86.668,Pacific/Auckland
272 Fay Corners,Lake Brianne,73411,Cambridgeshire,Paraguay,-67.558,-127.538,Pacific/Auckland
427 Goyette Circle,North Antonetta,73672-2084,Herefordshire,Mayotte,69.682,62.183,Pacific/Auckland
78 Laurianne Glens,Borerville,34519,Worcestershire,Afghanistan,48.943,-174.625,Pacific/Auckland
1317 Kreiger Mission,Cuyahoga Falls,31393,Berkshire,Antigua and Barbuda,-76.996,-112.97,Pacific/Auckland
430 Corwin Mission,New Garlandfort,91469-2419,Isle of Wight,Croatia,-77.124,-108.975,Pacific/Auckland
1184 Stokes Wells,Port Adalberto,66914-8278,West Midlands,Namibia,78.341,-132.894,Pacific/Auckland
1176 Graham Walks,North Kaleighshire,79849-5993,Northumberland,Tunisia,40.957,122.126,Pacific/Auckland
106 Laurianne Glens,Grand Rapids,87111,Cheshire,Saint Martin,-87.807,29.42,Pacific/Auckland
1443 Corwin Mission,Bernierfurt,20540-5784,Greater Manchester,United Kingdom,-38.966,-30.009,Pacific/Auckland
1414 Schimmel Fields,Metairie,37729-3186,Norfolk,Paraguay,-23.594,53.897,Pacific/Auckland
1172 Myriam Spur,Jaquelinview,62053-1557,East Sussex,Switzerland,32.068,62.623,Pacific/Auckland
828 Collins Lane,Tallahassee,44355,Norfolk,Trinidad and Tobago,20.318,-54.123,Pacific/Auckland
879 Benny River,West Lucy,51167-3446,Dorset,Saint Kitts and Nevis,46.798,-154.577,Pacific/Auckland
236 Hodkiewicz Oval,West Lucy,77762,West Yorkshire,Isle of Man,20.885,151.162,Pacific/Auckland
301 Hauck Stream,West Lucy,28649,Devon,United States of America,-40.601,7.189,Pacific/Auckland
350 Sammy Creek,Bellingham,40465-7571,Dorset,Canada,-56.991,-131.135,Pacific/Auckland
1495 Dianna Inlet,Buffalo,91259-7592,Rutland,Guinea,-22.251,143.148,Pacific/Auckland
1444 Jazmyn Isle,Denesikburgh,17571-5822,Dorset,Dominican Republic,31.059,-164.992,Pacific/Auckland
785 Stiedemann Field,New Solonmouth,79815-4033,Northumberland,Saint Martin,-77.635,-141.524,Pacific/Auckland
528 Joshuah Fork,Erynside,64532,Norfolk,Antigua and Barbuda,-37.007,29.631,Pacific/Auckland
607 Benny River,Williemouth,73648-5810,Shropshire,Romania,9.901,-156.002,Pacific/Auckland
434 Dariana Junction,Kuvalismouth,49676,Shropshire,Azerbaijan,-72.497,130.488,Pacific/Auckland
950 Torphy Fords,Katrinaside,63006-8486,Hampshire,Angola,-53.704,12.2,Pacific/Auckland
1080 Cronin Shoal,Lake Adell,15236,Suffolk,Switzerland,-1.105,149.443,Pacific/Auckland
679 Fay Corners,White Plains,61176-4523,Herefordshire,United States of America,73.997,26.33,Pacific/Auckland
720 King Drives,Port Ricky,66782,Shropshire,Montserrat,-61.114,-9.271,Pacific/Auckland
1301 Smitham Drive,East Khalilton,52352-3652,Derbyshire,Senegal,-31.656,87.866,Pacific/Auckland
797 Fay Corners,Funkville,47535,Shropshire,Pitcairn Islands,-34.658,72.436,Pacific/Auckland
58 Wolf Glen,North Sigmund,53972,Surrey,Anguilla,-50.262,-75.219,Pacific/Auckland
377 Jazmyn Isle,East Vicentaborough,71459-6124,Herefordshire,Saint Barthelemy,-46.079,161.265,Pacific/Auckland
1369 Harmon Lodge,Tabithaville,13779,Lincolnshire,Saint Martin,-46.575,143.361,Pacific/Auckland
91 Brisa Hill,Denesikburgh,32956,Northamptonshire,Tajikistan,-43.588,139.08,Pacific/Auckland
915 Fisher Light,West Janetborough,41436,Suffolk,Albania,37.986,21.168,Pacific/Auckland
890 Jade Shore,North Braulio,25096,Lancashire,Ecuador,-32.098,-7.584,Pacific/Auckland
1074 Corwin Mission,Maxwellport,38234,East Riding of Yorkshire,Peru,77.449,120.109,Pacific/Auckland
683 Zboncak Harbor,West Amiya,61465-1084,Wiltshire,Montenegro,31.188,-95.334,Pacific/Auckland
724 King Springs,Durwardton,17073,South Yorkshire,Lao Peoples Democratic Republic,5.601,-148.215,Pacific/Auckland
1185 Quigley Parkways,Fort Lauderdale,44281,Derbyshire,Azerbaijan,-13.7,-120.834,Pacific/Auckland
975 Collins Lane,Janefurt,16163-7812,Gloucestershire,Gabon,46.586,-135.453,Pacific/Auckland
723 Rosendo Spring,Elisabethland,76694-4463,Greater Manchester,Paraguay,-59.782,72.372,Pacific/Auckland
1077 Corwin Mission,Lake Zackton,47233-2520,West Yorkshire,Sierra Leone,-49.954,170.634,Pacific/Auckland
753 Howell Vista,Port Asa,11359-2539,Merseyside,"Virgin Islands, U.S.",46.391,100.971,Pacific/Auckland
173 Frances Groves,Lake Zackton,52529-4150,Greater Manchester,New Caledonia,-75.118,-40.095,Pacific/Auckland
269 Frances Groves,North Nona,90340-4029,Dorset,Somalia,-47.092,103.032,Pacific/Auckland
334 Carmelo Plaza,West Estaton,95951,Cornwall,Albania,32.982,177.693,Pacific/Auckland
1002 Laurianne Glens,Murray,99270,Buckinghamshire,French Southern Territories,-58.165,-27.002,Pacific/Auckland
1340 Max Wall,Tryciastad,96531-6036,Buckinghamshire,Estonia,-52.827,-19.939,Pacific/Auckland
1447 Zboncak Center,Rettaland,19989-3403,East Sussex,Indonesia,-18.548,-169.18,Pacific/Honolulu
458 Brisa Hill,South Stacey,18726,Wiltshire,Comoros,27.652,8.165,Pacific/Honolulu
421 Zboncak Center,Lake Ludie,19687,Cumbria,Benin,-71.198,-61.694,Pacific/Honolulu
976 Dariana Junction,Metairie,93134-7711,Surrey,Chile,10.822,-58.616,Pacific/Honolulu
1467 Chyna Plaza,West Dorris,58907,Herefordshire,Germany,-17.238,51.377,Pacific/Honolulu
1109 Emard Hill,West Everardo,41502,Shropshire,New Caledonia,73.23,70.578,Pacific/Honolulu
557 Dave Stravenue,East Providence,36487-4568,Worcestershire,Mayotte,-21.619,141.844,Pacific/Honolulu
1029 Caesar Place,North Antonetta,23940,Derbyshire,Albania,-48.937,33.661,Pacific/Honolulu
383 Fay Corners,North Antonetta,24006-9410,Staffordshire,Burundi,73.045,113.662,Pacific/Honolulu
1270 Myriam Spur,Lake Brianne,19643-8942,Surrey,Montenegro,13.571,-82.159,Pacific/Honolulu
698 Eugenia Heights,West Everardo,37804,Lincolnshire,Norfolk Island,51.898,-109.457,Pacific/Honolulu
78 Antonietta Highway,Denesikburgh,88681-7686,Devon,Hungary,-80.258,165.739,Pacific/Honolulu
1298 Kuphal Mountain,Kettering,95503,Gloucestershire,Puerto Rico,-38.76,97.551,Pacific/Honolulu
1040 Abbott Square,Denesikburgh,14963-6367,Devon,Latvia,23.955,9.384,Pacific/Honolulu
740 Elian Road,Durwardton,15669,West Yorkshire,Faroe Islands,-59.895,-106.713,Pacific/Honolulu
471 Reynold Crossing,Rettaland,26810,Wiltshire,Greece,-28.47,-98.46,Pacific/Honolulu
1129 Abbott Square,North Sigmund,45384,Rutland,Cyprus,66.123,179.856,Pacific/Honolulu
110 Myriam Spur,South Ahmedfort,41384-6394,Essex,Monaco,-86.455,85.864,Pacific/Honolulu
273 Reynold Crossing,Janefurt,66649-1025,Norfolk,Greece,8.753,-40.876,Pacific/Honolulu
406 Myriam Spur,East Providence,88006-3451,Somerset,Antigua and Barbuda,-67.684,-131.741,Pacific/Honolulu
546 Cade Forks,Haneborough,39384,Warwickshire,Cocos (Keeling) Islands,87.342,91.886,Pacific/Honolulu
1277 Chyna Plaza,East Vicentaborough,59254-9313,Isle of Wight,Dominican Republic,-61.606,152.521,Pacific/Honolulu
1338 Viviane Junctions,Lake Cesar,66670-7426,Oxfordshire,Namibia,-59.331,-104.042,Pacific/Honolulu
12 Carmelo Plaza,New Merle,95021,East Riding of Yorkshire,Brazil,16.163,-121.492,Pacific/Honolulu
1195 Emard Hill,South Verdieton,42978-1401,Rutland,Costa Rica,29.174,75.859,Pacific/Honolulu
1388 Calista Via,Shoreline,69370,Buckinghamshire,Guinea-Bissau,-30.293,130.606,Pacific/Honolulu
65 Georgiana Throughway,East Khalilton,86728,West Midlands,Cyprus,-34.548,-89.367,Pacific/Honolulu
601 Hodkiewicz Oval,White Plains,17274,Herefordshire,Moldova,80.048,50.363,Pacific/Honolulu
522 Stokes Wells,Borerville,58518-9502,Isle of Wight,Afghanistan,-0.512,70.012,Pacific/Honolulu
918 Durgan Parkways,Olympia,37241-2770,Northumberland,Albania,-65.605,-51.719,Pacific/Honolulu
1411 Arturo Manors,West Amiya,48622,Dorset,Puerto Rico,-35.607,139.963,Pacific/Honolulu
324 Fannie Loaf,Rettaland,27495,Staffordshire,Somalia,20.891,7.158,Pacific/Honolulu
1143 Dorian Gateway,Kissimmee,84598,Cheshire,Belarus,69.492,-34.009,Pacific/Honolulu
1210 Leffler Fields,West Simone,38345,North Yorkshire,Macao,-81.438,126.506,Pacific/Honolulu
877 Benny River,Kettering,77551,Isle of Wight,United States of America,-63.549,125.37,Pacific/Honolulu
1179 Torphy Fords,Wehnerfort,53318,West Midlands,Estonia,48.216,107.724,Pacific/Honolulu
1365 Ruecker Fields,New Solonmouth,77546,Worcestershire,Tajikistan,72.481,9.945,Pacific/Honolulu
1019 Jade Shore,Langborough,35288-5761,Lancashire,Montenegro,1.101,-90.754,Pacific/Honolulu
810 Benny River,South Ahmedfort,34030,Gloucestershire,Afghanistan,-68.816,61.419,Pacific/Honolulu
963 Shakira Crossroad,Rettaland,69272-5308,Shropshire,Switzerland,-61.879,100.561,Pacific/Honolulu
657 Joshuah Fork,East Khalilton,46956,Dorset,Panama,80.307,-19.393,Pacific/Honolulu
76 Dariana Junction,Funkville,69489-4350,Wiltshire,Nauru,70.532,-77.643,Pacific/Honolulu
552 Harber Village,New Kyle,34943,Essex,Paraguay,-24.499,-129.728,Pacific/Honolulu
1096 Price Spring,Kettering,60631-8435,North Yorkshire,Isle of Man,-7.359,-129.827,Pacific/Honolulu
198 Curt Locks,Lake Brianne,54203,Berkshire,Gabon,77.385,-41.11,Pacific/Honolulu
1292 Caesar Place,South Stacey,16573-9794,Somerset,Canada,-59.846,145.521,Pacific/Honolulu
419 Dave Stravenue,West Brendonville,17644,Greater London,British Indian Ocean Territory (Chagos Archipelago),-15.895,-120.101,Pacific/Honolulu
148 Kihn Expressway,Port Hardymouth,91219-5558,Surrey,Romania,-46.135,-53.637,Pacific/Honolulu
1252 Dorian Gateway,Franeckiview,20199,Staffordshire,Belize,28.414,-4.604,Pacific/Honolulu
282 Aracely Row,Padbergmouth,92499,Wiltshire,Mauritius,-64.889,-73.107,Pacific/Honolulu
402 Goyette Circle,North Winnifred,54736-7568,Northamptonshire,Gabon,46.547,-38.559,Pacific/Honolulu
1368 Jocelyn Throughway,Lawrence,66500-3549,Greater London,Mauritius,-20.495,172.57,Pacific/Honolulu
1136 Antonietta Highway,South Stacey,96206,Northumberland,Bolivia,79.089,-64.871,Pacific/Honolulu
366 Dave Stravenue,Wehnerfort,87093-2846,Buckinghamshire,Montserrat,34.617,24.084,Pacific/Honolulu
739 Dante Summit,Metairie,57509-9303,Cumbria,Argentina,-72.813,99.335,Pacific/Honolulu
1068 Cole Center,West Brendonville,56408,Warwickshire,Somalia,27.796,-60.458,Pacific/Honolulu
580 Conner Vista,North Kaleighshire,92475-3289,Kent,Somalia,87.077,41.7,Pacific/Honolulu
908 Ruecker Fields,New Davonteside,96543,West Midlands,Spain,0.17,60.736,Pacific/Honolulu
174 Durgan Parkways,West Estaton,36526-1870,Derbyshire,Isle of Man,43.745,-81.847,Pacific/Honolulu
147 Curt Locks,East Khalilton,32796,Leicestershire,Spain,-47.655,177.557,Pacific/Honolulu
696 Ruecker Fields,West Estaton,92520,Shropshire,Burundi,-37.411,-20.74,Pacific/Honolulu
307 Bechtelar Fields,Reichertland,87412-9987,Wiltshire,French Southern Territories,85.569,-29.664,Pacific/Honolulu
360 Wolf Glen,Maxwellport,19740,Greater London,Saint Barthelemy,37.207,-144.169,Pacific/Honolulu
172 Stokes Wells,West Estaton,67983-4517,Hampshire,Congo,-31.75,87.259,Pacific/Honolulu
565 Wilma Greens,Henderson,26366,Greater London,Albania,-9.674,164.96,Pacific/Honolulu
1354 Shakira Crossroad,Opalbury,62165,Durham,Bolivia,48.815,178.437,Pacific/Honolulu
1459 Max Wall,Wehnerfort,71583-8442,Bristol,Ecuador,9.393,66.237,Pacific/Honolulu
361 Jocelyn Throughway,Lake Cesar,68708,Oxfordshire,Nigeria,25.732,91.298,Pacific/Honolulu
481 Carter Pike,State College,37262,Dorset,Isle of Man,8.243,69.509,Pacific/Honolulu
416 Brisa Hill,Lake Ludie,53052-4641,Isle of Wight,Albania,66.683,53.755,Pacific/Honolulu
787 Parker Ways,Port Salvador,99004-5549,East Sussex,Nauru,-64.224,44.982,Pacific/Honolulu
1161 Hilma Mills,Wehnerfort,41931-8114,West Sussex,Germany,72.762,-38.602,Pacific/Honolulu
697 Smitham Drive,West Dorris,45932,Isle of Wight,British Indian Ocean Territory (Chagos Archipelago),45.302,-100.919,Pacific/Honolulu
948 Rosendo Spring,Cuyahoga Falls,96262,Dorset,Iran,-66.924,29.075,Pacific/Honolulu
548 Beer Plaza,West Everardo,45730-9234,Surrey,Bahrain,35.61,71.249,Pacific/Honolulu
644 Dariana Junction,Olympia,61179,East Sussex,Liechtenstein,-39.83,-98.713,Pacific/Honolulu
255 Durgan Parkways,North Frankie,21245-8630,Oxfordshire,Peru,77.517,-177.252,Pacific/Honolulu
319 Sammy Creek,West Dellside,95329-7003,West Midlands,Sri Lanka,-73.923,65.483,Pacific/Honolulu
1141 Max Wall,Kuvalismouth,55139-9145,Norfolk,New Caledonia,83.292,23.72,Pacific/Honolulu
918 Lehner Drive,West Brendonville,82581,Warwickshire,Congo,-29.424,-102.006,Pacific/Honolulu
931 Zulauf Branch,Connfurt,47428-8640,Derbyshire,Hungary,-34.101,140.243,Pacific/Honolulu
783 Brisa Hill,Bernierfurt,20768-7579,Staffordshire,Hungary,-88.964,-118.84,Pacific/Honolulu
668 Harber Village,Funkville,73800,Oxfordshire,Switzerland,17.915,-160.465,Pacific/Majuro
1485 Lockman Greens,Shoreline,86258-3511,Devon,Panama,-65.356,-36.513,Pacific/Majuro
243 Daugherty Center,State College,18108-6429,Cumbria,Mauritius,-19.463,-41.203,Pacific/Majuro
1254 King Drives,North Kaleighshire,99119-1826,Bedfordshire,Lao Peoples Democratic Republic,-13.378,-69.115,Pacific/Majuro
690 Arturo Manors,East Filibertofurt,55184-5532,Norfolk,Estonia,-9.896,-54.424,Pacific/Majuro
1176 Cade Forks,Tabithaville,98965,Cumbria,Puerto Rico,23.879,-8.509,Pacific/Majuro
810 Hodkiewicz Oval,Jaskolskifort,60261,Buckinghamshire,Montserrat,39.7,111.141,Pacific/Majuro
533 Natalia Points,New Davonteside,82826,Bristol,France,-19.435,-119.682,Pacific/Majuro
963 Dorian Gateway,Lake Ludie,63346,Bedfordshire,Wallis and Futuna,-41.934,173.95,Pacific/Majuro
112 King Springs,West Janetborough,72397,Surrey,United Kingdom,-21.795,-92.691,Pacific/Majuro
1339 King Springs,Durwardton,55122,Bristol,Brazil,36.299,-164.93,Pacific/Majuro
611 Frances Groves,Cuyahoga Falls,63641,North Yorkshire,Czech Republic,28.215,45.947,Pacific/Majuro
892 Emard Hill,South Stacey,74742,Cheshire,Greece,-17.884,-86.627,Pacific/Majuro
695 Brisa Hill,West Dorris,21475-3218,Oxfordshire,Hungary,37.826,24.382,Pacific/Majuro
260 Lehner Drive,Grand Rapids,50272-2228,Kent,Moldova,-44.587,-131.906,Pacific/Majuro
1486 Parker Ways,Wehnerfort,34963-1101,North Yorkshire,New Caledonia,-42.003,35.869,Pacific/Majuro
345 Doyle Expressway,Bernierfurt,26359,Berkshire,Bolivia,-50.689,-50.347,Pacific/Majuro
1349 Cade Forks,West Simone,99326-5133,West Sussex,Russian Federation,33.476,111.364,Pacific/Majuro
945 Stokes Wells,Lake Zackton,10607-6778,Derbyshire,Burundi,-60.782,159.89,Pacific/Majuro
1388 Emard Hill,Buffalo,23464,Cornwall,Saint Martin,-61.028,14.885,Pacific/Majuro
482 Doyle Expressway,Johnnieburgh,80625,South Yorkshire,Puerto Rico,-18.022,148.039,Pacific/Majuro
1223 King Drives,Rogers,43327-2481,Northumberland,Hungary,-26.786,-137.799,Pacific/Majuro
853 Dave Stravenue,Wehnerfort,21558-6237,Cornwall,Guinea,9.792,-7.451,Pacific/Majuro
754 Lehner Drive,Kettering,38686-4417,Greater Manchester,Greece,-1.559,136.364,Pacific/Majuro
746 Esteban Inlet,Lake Anthony,10887,Lincolnshire,United Kingdom,56.04,-126.307,Pacific/Majuro
531 Beer Plaza,Fort Lauderdale,36246-8072,Bedfordshire,Trinidad and Tobago,65.368,-103.826,Pacific/Majuro
415 Konopelski Inlet,Connfurt,20446,East Riding of Yorkshire,Christmas Island,-43.944,120.653,Pacific/Majuro
397 Cronin Shoal,Port Amie,19302-9939,Leicestershire,Costa Rica,6.062,1.39,Pacific/Majuro
866 Cronin Shoal,Port Ricky,56084-7750,West Yorkshire,Congo,46.683,-11.093,Pacific/Majuro
811 Bechtelar Fields,West Lucy,72213,Devon,Indonesia,-71.171,178.212,Pacific/Majuro
815 Frances Groves,Kettering,95538-9538,Derbyshire,Argentina,-83.664,78.677,Pacific/Majuro
316 Hauck Stream,Borerville,28955,Devon,Argentina,-88.364,164.133,Pacific/Majuro
1204 Curt Locks,North Braulio,74443-3038,Herefordshire,Montenegro,18.016,-83.349,Pacific/Majuro
1367 Durgan Parkways,Port Ricky,19166,Cumbria,Colombia,-73.046,-154.134,Pacific/Majuro
283 Rath Walk,Lake Cesar,61416,Durham,Afghanistan,76.599,-78.759,Pacific/Majuro
1094 Zboncak Harbor,West Amiya,41730,Norfolk,Chile,70.376,37.758,Pacific/Majuro
45 Dameon Mountain,Shoreline,64826,City of London,Tanzania,56.201,61.628,Pacific/Majuro
910 Parker Ways,Murray,43420,Leicestershire,Isle of Man,55.696,-29.608,Pacific/Majuro
1237 Carter Pike,North Kaleighshire,43875,Devon,Greece,-18.424,147.01,Pacific/Majuro
1428 Hauck Stream,South Darienbury,31808-3440,Durham,Congo,19.583,64.984,Pacific/Majuro
64 Shakira Crossroad,Wehnerfort,97181-8109,Leicestershire,Senegal,-48.841,80.323,Pacific/Majuro
289 Zulauf Branch,Durwardton,81878,Rutland,"Virgin Islands, U.S.",60.286,-43.256,Pacific/Majuro
1289 Frances Groves,Durwardton,72781-4384,Nottinghamshire,Colombia,-14.968,120.943,Pacific/Majuro
83 Hauck Stream,North Celia,97100-8466,Isle of Wight,Montenegro,82.393,-12.6,Pacific/Majuro
1028 Fisher Light,West Estaton,72579,Tyne and Wear,Russian Federation,12.415,-120.545,Pacific/Majuro
489 Emard Hill,Erynside,36769-7753,Cornwall,Anguilla,64.901,104.718,Pacific/Majuro
624 Adell Mews,New Ansley,86458-9653,Cheshire,Albania,-21.432,120.302,Pacific/Majuro
1500 Jazmyn Isle,Borerville,89809,Warwickshire,Uruguay,15.715,-70.488,Pacific/Majuro
448 Schumm Land,West Brendonville,43922-7266,Buckinghamshire,Slovakia (Slovak Republic),20.727,143.267,Pacific/Majuro
1028 King Springs,Borerville,37224,Isle of Wight,Czech Republic,-84.026,-2.119,Pacific/Majuro
292 Laurianne Glens,Willbury,53969-9561,Suffolk,New Caledonia,-22.229,-135.114,Pacific/Majuro
665 Daugherty Center,North Kaleighshire,57426-3860,Herefordshire,Brazil,-45.957,-110.183,Pacific/Majuro
526 Glover Lights,Bellingham,69730,Warwickshire,Canada,1.949,68.657,Pacific/Majuro
1115 Kuphal Mountain,Port Salvador,66229,Devon,Uruguay,-87.732,-16.837,Pacific/Majuro
27 Lehner Drive,North Kaleighshire,74187,Warwickshire,Lao Peoples Democratic Republic,59.476,-133.72,Pacific/Majuro
1425 Viviane Junctions,North Nona,47058-8690,Tyne and Wear,Mongolia,87.669,35.096,Pacific/Majuro
47 Natalia Points,Port Ricky,58139-5555,Cambridgeshire,Trinidad and Tobago,-47.463,-29.535,Pacific/Majuro
698 Shakira Crossroad,East Providence,81354-2193,Northumberland,Qatar,-61.066,-57.729,Pacific/Majuro
920 Goyette Circle,Kettering,15049-2451,Cheshire,Tajikistan,-11.738,148.859,Pacific/Majuro
244 Zboncak Harbor,North Braulio,42761,City of London,Norfolk Island,-55.367,-122.813,Pacific/Majuro
368 Lockman Greens,Langborough,42997-1367,Warwickshire,Isle of Man,30.648,178.782,Pacific/Majuro
1306 Goyette Circle,East Filibertofurt,44651-4019,Northumberland,Azerbaijan,25.953,-65.667,Pacific/Majuro
465 Aracely Row,Johnnieburgh,86080,Leicestershire,Mozambique,-71.207,-2.736,Pacific/Majuro
439 Brisa Hill,Port Adalberto,87076,City of London,Saint Barthelemy,-71.67,-62.782,Pacific/Majuro
314 Stroman Turnpike,Lake Cesar,77492-1585,Isle of Wight,Burkina Faso,-83.364,106.809,Pacific/Majuro
121 Kuphal Mountain,South Laila,35764,Merseyside,Lao Peoples Democratic Republic,36.805,-101.728,Pacific/Majuro
1439 Rath Walk,Port Amie,26833,North Yorkshire,Burundi,13.556,92.177,Pacific/Majuro
1059 Torphy Fords,East Khalilton,95039,Oxfordshire,Czech Republic,-17.268,-44.903,Pacific/Majuro
59 Elian Road,Padbergmouth,21517-2232,West Yorkshire,Liechtenstein,-73.395,-163.142,Pacific/Majuro
1442 Rohan Tunnel,West Janetborough,51907-1559,Tyne and Wear,Bolivia,48.991,42.515,Pacific/Majuro
125 Stroman Turnpike,Farmington,20336,Suffolk,Cyprus,25.877,113.512,Pacific/Majuro
1259 Reynold Crossing,Bernierfurt,72810-9736,Lincolnshire,Croatia,-65.244,-110.143,Pacific/Majuro
635 Glover Lights,West Estaton,64523-6384,Hertfordshire,Monaco,-11.99,85.543,Pacific/Majuro
953 Schumm Land,Denesikburgh,67547-7908,Durham,United States of America,-2.65,23.142,Pacific/Majuro
425 Reynold Crossing,Wehnerfort,67986,Kent,United States of America,-64.419,-70.73,Pacific/Majuro
206 Carter Pike,Rettaland,78948,East Sussex,Canada,77.173,-25.886,Pacific/Majuro
506 Wilma Greens,North Braulio,27732,Worcestershire,Namibia,-12.879,37.684,Pacific/Port_Moresby
987 Antonietta Highway,Kettering,20830,Cornwall,Russian Federation,12.193,-42.711,Pacific/Port_Moresby
1131 Harmon Lodge,Port Hardymouth,76985-4841,Kent,Somalia,-48.352,43.461,Pacific/Port_Moresby
1454 Esteban Inlet,Lawrence,39636-6913,Lancashire,Moldova,45.822,-177.656,Pacific/Port_Moresby
1080 Harmon Lodge,Kissimmee,41512-8004,Herefordshire,Somalia,65.872,175.491,Pacific/Port_Moresby
745 Esteban Inlet,West Janetborough,85190-9581,Greater London,Estonia,-20.186,-101.308,Pacific/Port_Moresby
